customer_id,first_name,last_name,total_revenue,total_rentals,revenue_per_rental
357,KEITH,RICO,89.74,26,3.451538
450,JAY,ROBB,89.74,26,3.451538
243,LYDIA,BURKE,82.76,24,3.448333
36,KATHLEEN,ADAMS,92.73,27,3.434444
151,MEGAN,PALMER,92.73,27,3.434444
228,ALLISON,STANLEY,92.73,27,3.434444
405,LEONARD,SCHOFIELD,109.68,32,3.427500
335,GREGORY,MAULDIN,78.77,23,3.424783
132,ESTHER,CRAWFORD,95.72,28,3.418571
278,BILLIE,HORTON,88.74,26,3.413077
586,KIRK,STCLAIR,64.81,19,3.411053
527,CORY,MEEHAN,81.76,24,3.406667
514,FRANKLIN,TROUTMAN,74.78,22,3.399091
248,CAROLINE,BOWMAN,50.85,15,3.390000
76,IRENE,PRICE,77.77,23,3.381304
288,BOBBIE,CRAIG,80.76,24,3.365000
452,TOM,MILNER,107.68,32,3.365000
6,JENNIFER,DAVIS,93.72,28,3.347143
183,IDA,ANDREWS,76.77,23,3.337826
530,DARRYL,ASHCRAFT,76.77,23,3.337826
72,THERESA,WATSON,99.70,30,3.323333
159,JILL,HAWKINS,68.79,21,3.275714
97,ANNIE,RUSSELL,58.82,18,3.267778
138,HAZEL,WARREN,110.66,34,3.254706
361,LAWRENCE,LAWTON,100.69,31,3.248065
91,LOIS,BUTLER,113.65,35,3.247143
350,JUAN,FRALEY,73.77,23,3.207391
568,ALBERTO,HENNING,66.79,21,3.180476
177,SAMANTHA,DUNCAN,71.77,23,3.120435
411,NORMAN,CURRIER,80.74,26,3.105385
283,FELICIA,SUTTON,86.72,28,3.097143
557,FELIX,GAFFNEY,73.76,24,3.073333
115,WENDY,HARRISON,91.70,30,3.056667
64,JUDITH,COX,100.67,33,3.050606
381,BOBBY,BOUDREAU,106.65,35,3.047143
395,JOHNNY,TURPIN,57.81,19,3.042632
252,MATTIE,HOFFMAN,64.78,22,2.944545
